Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,Customer_Segment
663,13,144.84,1,1,1,111,3,Needs Attention
226,176,2253.14,2,4,4,244,10,Champions
15,39,686.24,4,2,2,422,8,Loyal Customers
38,64,1826.89,3,3,3,333,9,Champions
50,22,341.7,3,2,2,322,7,Loyal Customers
392,12,392.13,1,1,2,112,4,Needs Attention
92,8,128.5,3,1,1,311,5,Potential Loyalist
156,27,513.32,2,2,2,222,6,Potential Loyalist
38,78,1183.7,3,3,3,333,9,Champions
564,6,91.8,1,1,1,111,3,Needs Attention
183,21,417.61,2,1,2,212,5,Potential Loyalist
0,92,2409.04,4,3,4,434,11,Champions
227,48,898.96,2,2,3,223,7,Loyal Customers
127,92,1471.51,2,3,3,233,8,Loyal Customers
39,42,782.37,3,2,2,322,7,Loyal Customers
30,166,3167.73,3,4,4,344,11,Champions
196,61,1126.66,2,3,3,233,8,Loyal Customers
8,390,20968.27,4,4,4,444,12,Champions
602,10,126.71000000000001,1,1,1,111,3,Needs Attention
36,221,3841.16,3,4,4,344,11,Champions
63,64,1260.44,3,3,3,333,9,Champions
42,599,19528.78,3,4,4,344,11,Champions
562,32,614.34,1,2,2,122,5,Potential Loyalist
617,20,253.88,1,1,1,111,3,Needs Attention
49,47,842.41,3,2,2,322,7,Loyal Customers
42,37,614.89,3,2,2,322,7,Loyal Customers
52,85,1411.62,3,3,3,333,9,Champions
186,8,124.57,2,1,1,211,4,Needs Attention
333,19,332.41,2,1,2,212,5,Potential Loyalist
3,20,342.45,4,1,2,412,7,Loyal Customers
9,9,144.91000000000003,4,1,1,411,6,Potential Loyalist
730,2,-67.5,1,1,1,111,3,Needs Attention
416,75,1408.96,1,3,3,133,7,Loyal Customers
23,19,328.4,4,1,2,412,7,Loyal Customers
14,19,358.49,4,1,2,412,7,Loyal Customers
442,11,352.8,1,1,2,112,4,Needs Attention
365,155,4431.63,2,4,4,244,10,Champions
105,130,1657.74,2,3,3,233,8,Loyal Customers
452,44,1593.67,1,2,3,123,6,Potential Loyalist
59,53,902.37,3,2,3,323,8,Loyal Customers
546,35,662.33,1,2,2,122,5,Potential Loyalist
28,58,977.07,3,3,3,333,9,Champions
433,17,409.25,1,1,2,112,4,Needs Attention
401,16,130.95,1,1,1,111,3,Needs Attention
140,11,207.73999999999998,2,1,1,211,4,Needs Attention
689,6,76.74000000000001,1,1,1,111,3,Needs Attention
393,54,393.39,1,3,2,132,6,Potential Loyalist
22,129,805.62,4,3,2,432,9,Champions
468,28,450.15999999999997,1,2,2,122,5,Potential Loyalist
21,139,2761.4900000000002,4,3,4,434,11,Champions
76,18,1213.13,3,1,3,313,7,Loyal Customers
4,524,14547.03,4,4,4,444,12,Champions
378,34,217.74,2,2,1,221,5,Potential Loyalist
63,252,4053.2,3,4,4,344,11,Champions
403,32,136.01,1,2,1,121,4,Needs Attention
11,159,853.72,4,4,3,443,11,Champions
24,6,0.0,4,1,1,411,6,Potential Loyalist
419,2,-140.95999999999998,1,1,1,111,3,Needs Attention
30,187,1840.86,3,4,3,343,10,Champions
66,1,432.0,3,1,2,312,6,Potential Loyalist
66,39,705.12,3,2,2,322,7,Loyal Customers
186,289,2386.64,2,4,4,244,10,Champions
37,75,1073.92,3,3,3,333,9,Champions
14,142,710.74,4,3,2,432,9,Champions
444,16,0.0,1,1,1,111,3,Needs Attention
34,102,660.72,3,3,2,332,8,Loyal Customers
400,54,437.15,1,3,2,132,6,Potential Loyalist
194,218,2530.9,2,4,4,244,10,Champions
476,19,285.41,1,1,1,111,3,Needs Attention
1,516,2056.82,4,4,3,443,11,Champions
0,141,733.4,4,3,2,432,9,Champions
366,135,401.77,2,3,2,232,7,Loyal Customers
501,197,1282.36,1,4,3,143,8,Loyal Customers
64,171,1121.42,3,4,3,343,10,Champions
554,18,103.95,1,1,1,111,3,Needs Attention
298,44,213.03,2,2,1,221,5,Potential Loyalist
25,295,887.67,3,4,3,343,10,Champions
7,179,1721.02,4,4,3,443,11,Champions
11,82,187.6900000000001,4,3,1,431,8,Loyal Customers
728,23,204.26,1,2,1,121,4,Needs Attention
115,44,1706.88,2,2,3,223,7,Loyal Customers
28,193,1029.98,3,4,3,343,10,Champions
3,982,5132.37,4,4,4,444,12,Champions
4,345,5004.5,4,4,4,444,12,Champions
81,225,1448.8,3,4,3,343,10,Champions
28,255,1707.9,3,4,3,343,10,Champions
721,21,153.59,1,1,1,111,3,Needs Attention
63,19,364.14,3,1,2,312,6,Potential Loyalist
3,547,1510.06,4,4,3,443,11,Champions
626,37,251.35,1,2,1,121,4,Needs Attention
22,177,4433.6,4,4,4,444,12,Champions
289,18,423.90999999999997,2,1,2,212,5,Potential Loyalist
35,38,208.46,3,2,1,321,6,Potential Loyalist
8,74,1543.18,4,3,3,433,10,Champions
23,264,1123.4,4,4,3,443,11,Champions
276,52,1848.88,2,2,3,223,7,Loyal Customers
49,463,3138.06,3,4,4,344,11,Champions
155,645,5053.81,2,4,4,244,10,Champions
410,23,355.45,1,2,2,122,5,Potential Loyalist
60,95,446.67,3,3,2,332,8,Loyal Customers
572,122,611.08,1,3,2,132,6,Potential Loyalist
11,1158,12793.380000000001,4,4,4,444,12,Champions
20,89,739.5,4,3,2,432,9,Champions
539,18,125.65,1,1,1,111,3,Needs Attention
370,115,1410.4,2,3,3,233,8,Loyal Customers
115,6,543.05,2,1,2,212,5,Potential Loyalist
79,342,3993.58,3,4,4,344,11,Champions
3,77,1295.39,4,3,3,433,10,Champions
25,54,380.55,3,3,2,332,8,Loyal Customers
4,1001,5233.62,4,4,4,444,12,Champions
52,144,440.71,3,3,2,332,8,Loyal Customers
0,307,3099.6,4,4,4,444,12,Champions
54,146,2090.7400000000002,3,4,3,343,10,Champions
381,73,535.1,1,3,2,132,6,Potential Loyalist
25,141,551.17,3,3,2,332,8,Loyal Customers
498,51,202.1,1,2,1,121,4,Needs Attention
8,837,6209.93,4,4,4,444,12,Champions
488,44,449.0,1,2,2,122,5,Potential Loyalist
51,635,6245.41,3,4,4,344,11,Champions
611,2,33.0,1,1,1,111,3,Needs Attention
12,283,1894.11,4,4,3,443,11,Champions
211,37,816.73,2,2,2,222,6,Potential Loyalist
609,7,101.36,1,1,1,111,3,Needs Attention
21,476,8530.66,4,4,4,444,12,Champions
382,76,1199.54,1,3,3,133,7,Loyal Customers
235,60,896.73,2,3,3,233,8,Loyal Customers
138,43,868.77,2,2,3,223,7,Loyal Customers
3,61,1161.27,4,3,3,433,10,Champions
56,153,3725.19,3,4,4,344,11,Champions
122,87,1262.75,2,3,3,233,8,Loyal Customers
108,88,798.78,2,3,2,232,7,Loyal Customers
29,1,20.8,3,1,1,311,5,Potential Loyalist
0,207,6037.33,4,4,4,444,12,Champions
184,60,1261.16,2,3,3,233,8,Loyal Customers
8,18,292.34,4,1,1,411,6,Potential Loyalist
238,16,416.64,2,1,2,212,5,Potential Loyalist
434,74,809.44,1,3,2,132,6,Potential Loyalist
86,7,117.35000000000001,3,1,1,311,5,Potential Loyalist
38,471,2021.98,3,4,3,343,10,Champions
115,55,773.01,2,3,2,232,7,Loyal Customers
409,15,251.04,1,1,1,111,3,Needs Attention
186,7,110.55000000000001,2,1,1,211,4,Needs Attention
732,6,207.85,1,1,1,111,3,Needs Attention
226,26,201.19,2,2,1,221,5,Potential Loyalist
7,31,2148.47,4,2,3,423,9,Champions
188,21,319.02,2,1,1,211,4,Needs Attention
3,31,439.43,4,2,2,422,8,Loyal Customers
38,42,650.41,3,2,2,322,7,Loyal Customers
625,2,71.4,1,1,1,111,3,Needs Attention
2,42,232.20999999999998,4,2,1,421,7,Loyal Customers
382,88,786.25,1,3,2,132,6,Potential Loyalist
385,6,127.0,1,1,1,111,3,Needs Attention
522,8,365.5,1,1,2,112,4,Needs Attention
413,47,902.4200000000001,1,2,3,123,6,Potential Loyalist
266,2,251.51999999999998,2,1,1,211,4,Needs Attention
394,28,496.0,1,2,2,122,5,Potential Loyalist
77,67,768.88,3,3,2,332,8,Loyal Customers
3,133,2787.09,4,3,4,434,11,Champions
254,112,1473.3300000000002,2,3,3,233,8,Loyal Customers
539,1,-4620.86,1,1,1,111,3,Needs Attention
60,22,384.06,3,2,2,322,7,Loyal Customers
12,250,3699.17,4,4,4,444,12,Champions
77,1160,10599.42,3,4,4,344,11,Champions
16,247,10545.76,4,4,4,444,12,Champions
29,174,4888.75,3,4,4,344,11,Champions
2,267,2524.0,4,4,4,444,12,Champions
4,20,382.67,4,1,2,412,7,Loyal Customers
6,12,1133.25,4,1,3,413,8,Loyal Customers
218,2,344.0,2,1,2,212,5,Potential Loyalist
420,74,1041.21,1,3,3,133,7,Loyal Customers
10,288,5460.1,4,4,4,444,12,Champions
462,29,1688.15,1,2,3,123,6,Potential Loyalist
625,1,-779.32,1,1,1,111,3,Needs Attention
371,2,-2.5,2,1,1,211,4,Needs Attention
29,87,2044.16,3,3,3,333,9,Champions
287,12,702.0,2,1,2,212,5,Potential Loyalist
149,8,394.02000000000004,2,1,2,212,5,Potential Loyalist
22,23,484.82,4,2,2,422,8,Loyal Customers
395,30,406.3,1,2,2,122,5,Potential Loyalist
0,275,6640.8,4,4,4,444,12,Champions
72,85,2565.6,3,3,4,334,10,Champions
401,112,830.16,1,3,2,132,6,Potential Loyalist
45,70,2425.16,3,3,4,334,10,Champions
470,21,732.41,1,1,2,112,4,Needs Attention
4,130,1636.32,4,3,3,433,10,Champions
50,68,1107.6,3,3,3,333,9,Champions
428,1,81.36,1,1,1,111,3,Needs Attention
550,11,242.06,1,1,1,111,3,Needs Attention
16,12,185.46,4,1,1,411,6,Potential Loyalist
29,29,536.7,3,2,2,322,7,Loyal Customers
724,42,384.16,1,2,2,122,5,Potential Loyalist
602,2,-3224.76,1,1,1,111,3,Needs Attention
7,75,565.58,4,3,2,432,9,Champions
28,217,1842.56,3,4,3,343,10,Champions
576,41,552.4,1,2,2,122,5,Potential Loyalist
2,449,8087.41,4,4,4,444,12,Champions
40,37,2287.7,3,2,4,324,9,Champions
10,715,3951.5,4,4,4,444,12,Champions
541,69,935.62,1,3,3,133,7,Loyal Customers
441,48,1182.22,1,2,3,123,6,Potential Loyalist
30,16,260.0,3,1,1,311,5,Potential Loyalist
416,49,800.18,1,2,2,122,5,Potential Loyalist
44,3,95.85,3,1,1,311,5,Potential Loyalist
60,42,1510.6399999999999,3,2,3,323,8,Loyal Customers
184,8,208.98,2,1,1,211,4,Needs Attention
78,188,1285.41,3,4,3,343,10,Champions
580,95,1593.83,1,3,3,133,7,Loyal Customers
110,29,2137.3,2,2,3,223,7,Loyal Customers
63,11,146.87,3,1,1,311,5,Potential Loyalist
11,50,2773.85,4,2,4,424,10,Champions
441,246,2150.06,1,4,3,143,8,Loyal Customers
85,40,1332.79,3,2,3,323,8,Loyal Customers
15,65,1239.32,4,3,3,433,10,Champions
245,37,568.39,2,2,2,222,6,Potential Loyalist
382,12,176.9,1,1,1,111,3,Needs Attention
77,77,1253.22,3,3,3,333,9,Champions
29,63,743.17,3,3,2,332,8,Loyal Customers
603,44,1954.99,1,2,3,123,6,Potential Loyalist
137,16,463.25,2,1,2,212,5,Potential Loyalist
26,130,1670.48,3,3,3,333,9,Champions
2,98,1044.3799999999999,4,3,3,433,10,Champions
31,205,2616.55,3,4,4,344,11,Champions
8,159,11867.6,4,4,4,444,12,Champions
112,53,827.6800000000001,2,2,2,222,6,Potential Loyalist
156,85,1906.07,2,3,3,233,8,Loyal Customers
84,142,2289.23,3,3,4,334,10,Champions
114,107,1991.45,2,3,3,233,8,Loyal Customers
2,580,9593.78,4,4,4,444,12,Champions
95,358,4391.66,3,4,4,344,11,Champions
193,157,714.39,2,4,2,242,8,Loyal Customers
27,92,413.75,3,3,2,332,8,Loyal Customers
128,14,496.38,2,1,2,212,5,Potential Loyalist
27,84,1353.83,3,3,3,333,9,Champions
445,30,239.55,1,2,1,121,4,Needs Attention
737,8,128.60000000000002,1,1,1,111,3,Needs Attention
595,50,294.74,1,2,1,121,4,Needs Attention
81,62,1179.89,3,3,3,333,9,Champions
29,842,5584.83,3,4,4,344,11,Champions
265,5,234.24,2,1,1,211,4,Needs Attention
73,101,5116.13,3,3,4,334,10,Champions
313,165,1204.32,2,4,3,243,9,Champions
8,217,3576.88,4,4,4,444,12,Champions
58,62,859.35,3,3,3,333,9,Champions
142,13,82.35,2,1,1,211,4,Needs Attention
725,18,228.34,1,1,1,111,3,Needs Attention
724,13,454.54,1,1,2,112,4,Needs Attention
11,1027,9126.43,4,4,4,444,12,Champions
27,310,5718.4,3,4,4,344,11,Champions
113,105,445.32,2,3,2,232,7,Loyal Customers
8,223,3738.45,4,4,4,444,12,Champions
624,22,282.05,1,2,1,121,4,Needs Attention
17,174,1446.09,4,4,3,443,11,Champions
562,4,203.05,1,1,1,111,3,Needs Attention
17,203,2221.38,4,4,4,444,12,Champions
35,50,1242.75,3,2,3,323,8,Loyal Customers
577,1,306.0,1,1,1,111,3,Needs Attention
35,28,378.2,3,2,2,322,7,Loyal Customers
77,2,118.80000000000001,3,1,1,311,5,Potential Loyalist
21,34,955.41,4,2,3,423,9,Champions
24,214,964.39,4,4,3,443,11,Champions
32,170,4732.03,3,4,4,344,11,Champions
108,117,4035.08,2,3,4,234,9,Champions
34,295,5199.72,3,4,4,344,11,Champions
122,1005,7757.41,2,4,4,244,10,Champions
6,96,2050.08,4,3,3,433,10,Champions
737,12,221.53,1,1,1,111,3,Needs Attention
27,115,1991.01,3,3,3,333,9,Champions
385,4,128.45,1,1,1,111,3,Needs Attention
3,94,3055.94,4,3,4,434,11,Champions
2,480,7777.5,4,4,4,444,12,Champions
49,400,5563.31,3,4,4,344,11,Champions
592,13,235.88,1,1,1,111,3,Needs Attention
317,19,370.40000000000003,2,1,2,212,5,Potential Loyalist
21,142,2312.59,4,3,4,434,11,Champions
8,225,3690.83,4,4,4,444,12,Champions
1,312,1323.95,4,4,3,443,11,Champions
381,18,591.0699999999999,1,1,2,112,4,Needs Attention
532,40,582.17,1,2,2,122,5,Potential Loyalist
17,65,971.74,4,3,3,433,10,Champions
9,73,2507.05,4,3,4,434,11,Champions
261,1,25.5,2,1,1,211,4,Needs Attention
721,32,424.3,1,2,2,122,5,Potential Loyalist
423,19,474.03,1,1,2,112,4,Needs Attention
158,90,665.78,2,3,2,232,7,Loyal Customers
388,53,491.23,1,2,2,122,5,Potential Loyalist
32,686,15616.82,3,4,4,344,11,Champions
663,9,174.95,1,1,1,111,3,Needs Attention
28,144,1280.1,3,3,3,333,9,Champions
164,51,510.7,2,2,2,222,6,Potential Loyalist
46,49,476.58,3,2,2,322,7,Loyal Customers
502,50,205.17,1,2,1,121,4,Needs Attention
504,172,2109.16,1,4,3,143,8,Loyal Customers
5,135,747.22,4,3,2,432,9,Champions
7,129,2616.29,4,3,4,434,11,Champions
647,47,389.78,1,2,2,122,5,Potential Loyalist
287,9,116.19999999999999,2,1,1,211,4,Needs Attention
317,10,157.02,2,1,1,211,4,Needs Attention
2,38,593.61,4,2,2,422,8,Loyal Customers
232,18,307.46,2,1,1,211,4,Needs Attention
402,12,314.74,1,1,1,111,3,Needs Attention
118,30,570.5,2,2,2,222,6,Potential Loyalist
161,43,977.17,2,2,3,223,7,Loyal Customers
184,32,298.89,2,2,1,221,5,Potential Loyalist
49,40,259.35,3,2,1,321,6,Potential Loyalist
151,477,2057.54,2,4,3,243,9,Champions
428,37,1155.0300000000002,1,2,3,123,6,Potential Loyalist
334,14,157.09,2,1,1,211,4,Needs Attention
519,2,31.85,1,1,1,111,3,Needs Attention
681,1,-18.38,1,1,1,111,3,Needs Attention
4,134,2463.17,4,3,4,434,11,Champions
451,78,1272.8,1,3,3,133,7,Loyal Customers
15,63,12972.09,4,3,4,434,11,Champions
106,37,637.1,2,2,2,222,6,Potential Loyalist
15,161,1943.24,4,4,3,443,11,Champions
661,14,231.68,1,1,1,111,3,Needs Attention
415,176,1133.63,1,4,3,143,8,Loyal Customers
275,256,4417.27,2,4,4,244,10,Champions
15,819,19491.61,4,4,4,444,12,Champions
246,20,465.32,2,1,2,212,5,Potential Loyalist
417,174,754.33,1,4,2,142,7,Loyal Customers
238,90,1283.75,2,3,3,233,8,Loyal Customers
416,121,924.11,1,3,3,133,7,Loyal Customers
0,48,984.57,4,2,3,423,9,Champions
464,186,3014.64,1,4,4,144,9,Champions
105,309,5795.99,2,4,4,244,10,Champions
22,147,3069.15,4,4,4,444,12,Champions
51,9,124.88,3,1,1,311,5,Potential Loyalist
450,6,143.10000000000002,1,1,1,111,3,Needs Attention
376,93,1375.65,2,3,3,233,8,Loyal Customers
734,4,231.90000000000003,1,1,1,111,3,Needs Attention
194,18,1830.5,2,1,3,213,6,Potential Loyalist
23,14,213.78,4,1,1,411,6,Potential Loyalist
74,23,329.34,3,2,2,322,7,Loyal Customers
17,73,892.46,4,3,3,433,10,Champions
483,41,572.07,1,2,2,122,5,Potential Loyalist
7,143,5139.45,4,3,4,434,11,Champions
31,115,1962.3,3,3,3,333,9,Champions
21,131,2095.44,4,3,3,433,10,Champions
30,655,10201.36,3,4,4,344,11,Champions
443,52,856.01,1,2,3,123,6,Potential Loyalist
28,105,1707.21,3,3,3,333,9,Champions
21,30,699.78,4,2,2,422,8,Loyal Customers
32,145,2466.4,3,4,4,344,11,Champions
283,103,1783.63,2,3,3,233,8,Loyal Customers
38,14,189.49,3,1,1,311,5,Potential Loyalist
379,79,867.11,2,3,3,233,8,Loyal Customers
498,21,400.2,1,1,2,112,4,Needs Attention
49,85,1129.8799999999999,3,3,3,333,9,Champions
373,11,118.98,2,1,1,211,4,Needs Attention
288,25,384.59,2,2,2,222,6,Potential Loyalist
74,43,910.99,3,2,3,323,8,Loyal Customers
4,87,3755.65,4,3,4,434,11,Champions
217,4,59.9,2,1,1,211,4,Needs Attention
43,64,1430.94,3,3,3,333,9,Champions
201,42,902.3199999999999,2,2,3,223,7,Loyal Customers
504,29,119.5,1,2,1,121,4,Needs Attention
730,32,436.71,1,2,2,122,5,Potential Loyalist
177,158,1507.26,2,4,3,243,9,Champions
55,414,2236.33,3,4,4,344,11,Champions
56,30,465.37,3,2,2,322,7,Loyal Customers
422,6,321.3,1,1,1,111,3,Needs Attention
7,76,3286.9100000000003,4,3,4,434,11,Champions
568,14,198.41000000000003,1,1,1,111,3,Needs Attention
591,44,229.46,1,2,1,121,4,Needs Attention
46,2,144.0,3,1,1,311,5,Potential Loyalist
226,23,467.71,2,2,2,222,6,Potential Loyalist
10,182,4361.83,4,4,4,444,12,Champions
105,123,957.63,2,3,3,233,8,Loyal Customers
58,196,1548.04,3,4,3,343,10,Champions
27,576,4810.55,3,4,4,344,11,Champions
535,21,77.83,1,1,1,111,3,Needs Attention
35,48,2254.6,3,2,4,324,9,Champions
273,61,812.5,2,3,2,232,7,Loyal Customers
654,31,562.98,1,2,2,122,5,Potential Loyalist
427,104,352.9,1,3,2,132,6,Potential Loyalist
29,29,1013.01,3,2,3,323,8,Loyal Customers
23,173,1213.88,4,4,3,443,11,Champions
581,9,145.12,1,1,1,111,3,Needs Attention
386,25,356.71,1,2,2,122,5,Potential Loyalist
53,187,1226.44,3,4,3,343,10,Champions
420,8,160.65,1,1,1,111,3,Needs Attention
35,270,5575.88,3,4,4,344,11,Champions
168,190,5263.69,2,4,4,244,10,Champions
53,35,999.35,3,2,3,323,8,Loyal Customers
52,7,204.24,3,1,1,311,5,Potential Loyalist
651,67,303.21999999999997,1,3,1,131,5,Potential Loyalist
395,24,115.35,1,2,1,121,4,Needs Attention
648,40,611.6,1,2,2,122,5,Potential Loyalist
392,54,253.37,1,3,1,131,5,Potential Loyalist
26,380,4002.1,3,4,4,344,11,Champions
252,29,794.41,2,2,2,222,6,Potential Loyalist
39,298,5078.93,3,4,4,344,11,Champions
59,104,984.12,3,3,3,333,9,Champions
463,11,186.15,1,1,1,111,3,Needs Attention
553,14,65.05,1,1,1,111,3,Needs Attention
233,29,218.0,2,2,1,221,5,Potential Loyalist
3,525,4192.68,4,4,4,444,12,Champions
31,50,259.13,3,2,1,321,6,Potential Loyalist
23,681,4481.75,4,4,4,444,12,Champions
6,126,978.52,4,3,3,433,10,Champions
64,113,1605.01,3,3,3,333,9,Champions
309,101,873.53,2,3,3,233,8,Loyal Customers
500,8,100.86,1,1,1,111,3,Needs Attention
581,5,131.15,1,1,1,111,3,Needs Attention
308,61,900.12,2,3,3,233,8,Loyal Customers
18,125,2022.03,4,3,3,433,10,Champions
15,358,3177.24,4,4,4,444,12,Champions
95,47,318.76,3,2,1,321,6,Potential Loyalist
263,230,9695.91,2,4,4,244,10,Champions
11,1252,7091.07,4,4,4,444,12,Champions
2,36,421.52,4,2,2,422,8,Loyal Customers
34,58,560.86,3,3,2,332,8,Loyal Customers
182,14,149.89000000000001,2,1,1,211,4,Needs Attention
24,99,1904.8799999999999,4,3,3,433,10,Champions
12,158,1929.26,4,4,3,443,11,Champions
10,80,1002.08,4,3,3,433,10,Champions
2,1231,7783.1,4,4,4,444,12,Champions
312,34,1174.15,2,2,3,223,7,Loyal Customers
595,7,130.6,1,1,1,111,3,Needs Attention
384,171,2744.14,1,4,4,144,9,Champions
107,84,2889.28,2,3,4,234,9,Champions
0,1155,20709.21,4,4,4,444,12,Champions
52,120,1826.04,3,3,3,333,9,Champions
204,25,371.63,2,2,2,222,6,Potential Loyalist
546,6,38.92,1,1,1,111,3,Needs Attention
14,55,282.19,4,3,1,431,8,Loyal Customers
119,117,546.16,2,3,2,232,7,Loyal Customers
428,27,68.03,1,2,1,121,4,Needs Attention
3,57,384.52,4,3,2,432,9,Champions
362,82,803.73,2,3,2,232,7,Loyal Customers
116,87,353.86,2,3,2,232,7,Loyal Customers
17,18,178.26,4,1,1,411,6,Potential Loyalist
4,148,470.73,4,4,2,442,10,Champions
40,190,799.13,3,4,2,342,9,Champions
106,31,498.93,2,2,2,222,6,Potential Loyalist
435,15,192.73,1,1,1,111,3,Needs Attention
396,55,417.3,1,3,2,132,6,Potential Loyalist
147,330,1889.34,2,4,3,243,9,Champions
410,6,120.95,1,1,1,111,3,Needs Attention
509,46,230.44,1,2,1,121,4,Needs Attention
51,21,2757.62,3,1,4,314,8,Loyal Customers
207,23,63.440000000000005,2,2,1,221,5,Potential Loyalist
423,84,279.59,1,3,1,131,5,Potential Loyalist
138,127,562.9,2,3,2,232,7,Loyal Customers
1,127,517.73,4,3,2,432,9,Champions
126,38,317.62,2,2,1,221,5,Potential Loyalist
107,30,1733.8899999999999,2,2,3,223,7,Loyal Customers
385,146,537.46,1,4,2,142,7,Loyal Customers
468,49,604.4,1,2,2,122,5,Potential Loyalist
735,52,210.39,1,2,1,121,4,Needs Attention
41,116,2144.53,3,3,3,333,9,Champions
423,12,141.12,1,1,1,111,3,Needs Attention
34,79,577.38,3,3,2,332,8,Loyal Customers
382,24,114.52,1,2,1,121,4,Needs Attention
399,57,451.34000000000003,1,3,2,132,6,Potential Loyalist
227,69,1065.3500000000001,2,3,3,233,8,Loyal Customers
240,17,271.24,2,1,1,211,4,Needs Attention
57,9,187.82999999999998,3,1,1,311,5,Potential Loyalist
437,6,118.85999999999999,1,1,1,111,3,Needs Attention
373,6,797.8499999999999,2,1,2,212,5,Potential Loyalist
129,217,2339.66,2,4,4,244,10,Champions
378,15,188.46,2,1,1,211,4,Needs Attention
59,378,2328.22,3,4,4,344,11,Champions
627,49,428.34,1,2,2,122,5,Potential Loyalist
21,93,395.48,4,3,2,432,9,Champions
25,497,4095.71,3,4,4,344,11,Champions
8,295,2499.98,4,4,4,444,12,Champions
31,281,2069.89,3,4,3,343,10,Champions
3,203,1501.44,4,4,3,443,11,Champions
307,1,550.8000000000001,2,1,2,212,5,Potential Loyalist
471,15,271.75,1,1,1,111,3,Needs Attention
7,245,3774.23,4,4,4,444,12,Champions
668,17,467.78999999999996,1,1,2,112,4,Needs Attention
28,69,556.95,3,3,2,332,8,Loyal Customers
729,33,338.13,1,2,2,122,5,Potential Loyalist
16,51,131.78,4,2,1,421,7,Loyal Customers
100,71,952.52,2,3,3,233,8,Loyal Customers
11,120,1016.08,4,3,3,433,10,Champions
390,44,393.64,1,2,2,122,5,Potential Loyalist
20,121,330.43,4,3,2,432,9,Champions
14,81,1119.93,4,3,3,433,10,Champions
360,53,250.04,2,2,1,221,5,Potential Loyalist
533,5,111.5,1,1,1,111,3,Needs Attention
648,9,2135.46,1,1,3,113,5,Potential Loyalist
10,75,9751.77,4,3,4,434,11,Champions
364,53,3225.67,2,2,4,224,8,Loyal Customers
392,7,4511.76,1,1,4,114,6,Potential Loyalist
94,37,330.59000000000003,3,2,2,322,7,Loyal Customers
386,2,1025.1,1,1,3,113,5,Potential Loyalist
77,129,3490.66,3,3,4,334,10,Champions
138,14,644.3,2,1,2,212,5,Potential Loyalist
17,28,2288.13,4,2,4,424,10,Champions
24,286,4514.7,4,4,4,444,12,Champions
0,774,9558.55,4,4,4,444,12,Champions
419,35,124.45,1,2,1,121,4,Needs Attention
45,11,2524.02,3,1,4,314,8,Loyal Customers
724,18,164.28,1,1,1,111,3,Needs Attention
668,3,29.1,1,1,1,111,3,Needs Attention
99,174,2895.77,2,4,4,244,10,Champions
7,295,1741.18,4,4,3,443,11,Champions
375,180,900.64,2,4,3,243,9,Champions
14,340,1553.51,4,4,3,443,11,Champions
17,153,2148.87,4,4,3,443,11,Champions
279,39,609.5699999999999,2,2,2,222,6,Potential Loyalist
407,89,321.95,1,3,1,131,5,Potential Loyalist
409,4,152.35,1,1,1,111,3,Needs Attention
672,6,104.7,1,1,1,111,3,Needs Attention
13,105,1004.4300000000001,4,3,3,433,10,Champions
22,8,423.8,4,1,2,412,7,Loyal Customers
123,1,175.2,2,1,1,211,4,Needs Attention
527,95,838.27,1,3,2,132,6,Potential Loyalist
85,28,494.25,3,2,2,322,7,Loyal Customers
300,32,634.73,2,2,2,222,6,Potential Loyalist
383,39,508.0,1,2,2,122,5,Potential Loyalist
471,1,81.12,1,1,1,111,3,Needs Attention
150,548,1944.32,2,4,3,243,9,Champions
16,1368,12036.57,4,4,4,444,12,Champions
93,15,303.36,3,1,1,311,5,Potential Loyalist
8,813,21411.64,4,4,4,444,12,Champions
156,407,1889.83,2,4,3,243,9,Champions
373,40,1155.8400000000001,2,2,3,223,7,Loyal Customers
354,80,1259.94,2,3,3,233,8,Loyal Customers
45,70,454.61,3,3,2,332,8,Loyal Customers
14,226,1484.3799999999999,4,4,3,443,11,Champions
3,1012,5258.02,4,4,4,444,12,Champions
85,1,228.96,3,1,1,311,5,Potential Loyalist
14,461,2476.41,4,4,4,444,12,Champions
178,94,852.25,2,3,3,233,8,Loyal Customers
7,147,1876.161,4,4,3,443,11,Champions
35,69,1988.23,3,3,3,333,9,Champions
695,5,36.25,1,1,1,111,3,Needs Attention
128,17,3155.55,2,1,4,214,7,Loyal Customers
50,104,3143.46,3,3,4,334,10,Champions
385,37,285.11,1,2,1,121,4,Needs Attention
311,86,946.47,2,3,3,233,8,Loyal Customers
23,45,388.14,4,2,2,422,8,Loyal Customers
302,147,866.05,2,4,3,243,9,Champions
10,38,284.46,4,2,1,421,7,Loyal Customers
16,241,1201.43,4,4,3,443,11,Champions
48,58,880.64,3,3,3,333,9,Champions
238,146,1010.54,2,4,3,243,9,Champions
394,36,940.86,1,2,3,123,6,Potential Loyalist
0,925,11684.55,4,4,4,444,12,Champions
12,801,8205.83,4,4,4,444,12,Champions
391,136,1094.59,1,3,3,133,7,Loyal Customers
237,34,168.4,2,2,1,221,5,Potential Loyalist
22,258,2213.24,4,4,4,444,12,Champions
455,1,979.1999999999999,1,1,3,113,5,Potential Loyalist
72,33,446.18,3,2,2,322,7,Loyal Customers
16,146,662.55,4,4,2,442,10,Champions
40,672,4325.43,3,4,4,344,11,Champions
